date,model_id,likes,downloads,downloads_all_time
2025-04-06,ibm-granite/granite-8b-code-instruct-4k-GGUF,10,1432,9831
2025-04-06,ibm-granite/granite-3b-code-instruct-accelerator,0,29,46637
2025-04-06,ibm-granite/granite-geospatial-biomass,43,1083,11733
2025-04-06,ibm-granite/granite-8b-code-base-128k,6,375,4986
2025-04-06,ibm-granite/granite-20b-code-base-r1.1,2,8,3357
2025-04-06,ibm-granite/granite-20b-code-instruct-r1.1,1,156,967
2025-04-06,ibm-granite/granite-34b-code-instruct-accelerator,0,5,108
2025-04-06,ibm-granite/granite-3.0-2b-instruct,47,23786,119866
2025-04-06,ibm-granite/granite-3.0-3b-a800m-base,5,3112,17742
2025-04-06,ibm-granite/granite-uncertainty-3.0-8b-lora,3,0,0
2025-04-06,ibm-granite/granite-rag-3.0-8b-lora,3,0,0
2025-04-06,ibm-granite/granite-geospatial-uki-flooddetection,14,77,393
2025-04-06,ibm-granite/granite-geospatial-uki,12,62,800
2025-04-06,ibm-granite/granite-guardian-3.1-2b,8,1652,23138
2025-04-06,ibm-granite/granite-guardian-3.1-8b,13,1757,4478
2025-04-06,ibm-granite/granite-3.1-8b-lora-intrinsics-v0.1,0,4,45
2025-04-06,ibm-granite/GneissWeb.bloom,0,0,0
2025-04-06,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed1,0,125,313
2025-04-06,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed1,0,43,126
2025-04-06,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed1,0,57,140
2025-04-06,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed2,0,30,71
2025-04-06,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed2,0,108,143
2025-04-06,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed2,0,30,84
2025-04-06,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed3,0,70,103
2025-04-06,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed3,0,71,121
2025-04-06,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed3,0,28,75
2025-04-07,ibm-granite/granite-speech-3.2-8b,38,296,296
2025-04-07,ibm-granite/granite-3.2-8b-instruct,70,41382,49594
2025-04-07,ibm-granite/granite-timeseries-ttm-r1,281,3351302,11667793
2025-04-07,ibm-granite/granite-timeseries-ttm-r2,80,193094,1722310
2025-04-07,ibm-granite/granite-uncertainty-3.2-8b-lora,3,0,0
2025-04-07,ibm-granite/granite-embedding-125m-english,8,14215,49663
2025-04-07,ibm-granite/granite-timeseries-patchtsmixer,17,884,17582
2025-04-07,ibm-granite/granite-timeseries-patchtst,10,1454,16852
2025-04-07,ibm-granite/granite-7b-base,29,3043,58998
2025-04-07,ibm-granite/granite-3b-code-base-2k,37,1709,164477
2025-04-07,ibm-granite/granite-3b-code-instruct-2k,35,1204,119552
2025-04-07,ibm-granite/granite-8b-code-instruct-4k,110,1982,59487
2025-04-07,ibm-granite/granite-20b-code-instruct-8k,40,908,66336
2025-04-07,ibm-granite/granite-34b-code-instruct-8k,74,616,18385
2025-04-07,ibm-granite/granite-7b-instruct,7,16573,116653
2025-04-07,ibm-granite/granite-20b-code-instruct-8k-GGUF,5,96,4728
2025-04-07,ibm-granite/granite-34b-code-instruct-8k-GGUF,3,57,1635
2025-04-07,ibm-granite/granite-3b-code-base-128k,6,225,5620
2025-04-07,ibm-granite/granite-20b-functioncalling,31,708,10539
2025-04-07,ibm-granite/granite-3b-code-instruct-128k,8,389,10229
2025-04-07,ibm-granite/granite-8b-code-instruct-128k,19,523,17326
2025-04-07,ibm-granite/granite-guardian-hap-38m,34,10906,83031
2025-04-07,ibm-granite/granite-guardian-hap-125m,20,920,3010
2025-04-07,ibm-granite/granite-geospatial-wxc-downscaling,34,462,1572
2025-04-07,ibm-granite/granite-3.0-2b-base,22,3203,37944
2025-04-07,ibm-granite/granite-3.0-8b-base,23,3520,37343
2025-04-07,ibm-granite/granite-3.0-8b-instruct,199,25621,203973
2025-04-07,ibm-granite/granite-3.0-3b-a800m-instruct,17,3671,26258
2025-04-07,ibm-granite/granite-3.0-1b-a400m-base,6,3134,20338
2025-04-07,ibm-granite/granite-3.0-1b-a400m-instruct,19,503,8200
2025-04-07,ibm-granite/granite-guardian-3.0-8b,34,34273,43429
2025-04-07,ibm-granite/granite-guardian-3.0-2b,21,899,34007
2025-04-07,ibm-granite/granite-3.0-8b-instruct-accelerator,1,35,366
2025-04-07,ibm-granite/granite-geospatial-canopyheight,18,853,10036
2025-04-07,ibm-granite/granite-geospatial-land-surface-temperature,18,819,10179
2025-04-07,ibm-granite/granite-embedding-30m-english,9,40192,143099
2025-04-07,ibm-granite/granite-embedding-107m-multilingual,20,10202,20800
2025-04-07,ibm-granite/granite-embedding-278m-multilingual,36,41424,85681
2025-04-07,ibm-granite/granite-3.1-8b-base,21,10989,31771
2025-04-07,ibm-granite/granite-3.1-2b-base,13,5729,25961
2025-04-07,ibm-granite/granite-3.1-8b-instruct,154,65963,263954
2025-04-07,ibm-granite/granite-3.1-2b-instruct,47,29663,99434
2025-04-07,ibm-granite/granite-3.1-3b-a800m-base,6,3057,13857
2025-04-07,ibm-granite/granite-3.1-1b-a400m-base,7,3650,13402
2025-04-07,ibm-granite/granite-3.1-3b-a800m-instruct,22,2953,32318
2025-04-07,ibm-granite/granite-3.1-1b-a400m-instruct,14,5190,20322
2025-04-07,ibm-granite/granite-3.0-8b-lora-intrinsics-v0.1,2,14,96
2025-04-07,ibm-granite/granite-guardian-3.2-5b,7,1104,1333
2025-04-07,ibm-granite/granite-vision-3.1-2b-preview,94,5996,20317
2025-04-07,ibm-granite/granite-guardian-3.2-3b-a800m,4,1589,1862
2025-04-07,ibm-granite/granite-3.2-8b-instruct-preview,69,944,10399
2025-04-07,ibm-granite/GneissWeb.Quality_annotator,3,0,0
2025-04-07,ibm-granite/GneissWeb.Sci_classifier,1,0,0
2025-04-07,ibm-granite/GneissWeb.Tech_classifier,1,0,0
2025-04-07,ibm-granite/GneissWeb.Med_classifier,1,0,0
2025-04-07,ibm-granite/GneissWeb.Edu_classifier,1,0,0
2025-04-07,ibm-granite/granite-vision-3.2-2b,77,38738,44029
2025-04-07,ibm-granite/granite-3.2-2b-instruct,39,25204,31926
2025-04-07,ibm-granite/granite-embedding-30m-sparse,5,4589,7283
2025-04-07,ibm-granite/granite-20b-code-base-8k,13,234,21566
2025-04-07,ibm-granite/granite-8b-code-base-4k,29,251,38182
2025-04-07,ibm-granite/granite-34b-code-base-8k,19,206,12578
2025-04-07,ibm-granite/granite-20b-code-base-8k-GGUF,4,32,765
2025-04-07,ibm-granite/granite-7b-instruct-accelerator,1,4,579
2025-04-07,ibm-granite/granite-20b-code-instruct-accelerator,3,2,336
2025-04-07,ibm-granite/granite-34b-code-base-8k-GGUF,3,32,673
2025-04-07,ibm-granite/granite-8b-code-instruct-accelerator,1,5,324
2025-04-07,ibm-granite/granite-3b-code-base-2k-GGUF,2,43,824
2025-04-07,ibm-granite/granite-3b-code-instruct-2k-GGUF,5,46,3704
2025-04-07,ibm-granite/granite-8b-code-base-4k-GGUF,2,42,618
2025-04-07,ibm-granite/granite-8b-code-instruct-4k-GGUF,10,1401,9844
2025-04-07,ibm-granite/granite-3b-code-instruct-accelerator,0,19,46637
2025-04-07,ibm-granite/granite-geospatial-biomass,43,865,11733
2025-04-07,ibm-granite/granite-8b-code-base-128k,6,213,4987
2025-04-07,ibm-granite/granite-20b-code-base-r1.1,2,8,3357
2025-04-07,ibm-granite/granite-20b-code-instruct-r1.1,1,168,979
2025-04-07,ibm-granite/granite-34b-code-instruct-accelerator,0,4,108
2025-04-07,ibm-granite/granite-3.0-2b-instruct,47,23623,120128
2025-04-07,ibm-granite/granite-3.0-3b-a800m-base,5,3048,17834
2025-04-07,ibm-granite/granite-uncertainty-3.0-8b-lora,3,0,0
2025-04-07,ibm-granite/granite-rag-3.0-8b-lora,3,0,0
2025-04-07,ibm-granite/granite-geospatial-uki-flooddetection,14,76,393
2025-04-07,ibm-granite/granite-geospatial-uki,12,60,800
2025-04-07,ibm-granite/granite-guardian-3.1-2b,8,1582,23254
2025-04-07,ibm-granite/granite-guardian-3.1-8b,13,1723,4478
2025-04-07,ibm-granite/granite-3.1-8b-lora-intrinsics-v0.1,0,4,45
2025-04-07,ibm-granite/GneissWeb.bloom,0,0,0
2025-04-07,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed1,0,115,314
2025-04-07,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed1,0,38,127
2025-04-07,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed1,0,56,140
2025-04-07,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed2,0,24,71
2025-04-07,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed2,0,104,144
2025-04-07,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed2,0,30,85
2025-04-07,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed3,0,62,104
2025-04-07,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed3,0,58,121
2025-04-07,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed3,0,24,76
2025-04-08,ibm-granite/granite-speech-3.2-8b,49,500,500
2025-04-08,ibm-granite/granite-3.2-8b-instruct,72,41160,50280
2025-04-08,ibm-granite/granite-timeseries-ttm-r1,282,3219691,11690450
2025-04-08,ibm-granite/granite-timeseries-ttm-r2,80,168100,1725947
2025-04-08,ibm-granite/granite-vision-3.2-2b,79,43176,49065
2025-04-08,ibm-granite/granite-3.2-2b-instruct,41,24875,32343
2025-04-08,ibm-granite/granite-uncertainty-3.2-8b-lora,3,0,0
2025-04-08,ibm-granite/granite-embedding-125m-english,8,13652,49889
2025-04-08,ibm-granite/granite-timeseries-patchtsmixer,17,924,17641
2025-04-08,ibm-granite/granite-timeseries-patchtst,10,994,16855
2025-04-08,ibm-granite/granite-7b-base,29,3045,59030
2025-04-08,ibm-granite/granite-3b-code-base-2k,37,1613,164478
2025-04-08,ibm-granite/granite-3b-code-instruct-2k,35,1169,119569
2025-04-08,ibm-granite/granite-8b-code-instruct-4k,110,1977,59497
2025-04-08,ibm-granite/granite-20b-code-instruct-8k,40,823,66341
2025-04-08,ibm-granite/granite-34b-code-instruct-8k,74,613,18386
2025-04-08,ibm-granite/granite-7b-instruct,7,16580,116669
2025-04-08,ibm-granite/granite-20b-code-instruct-8k-GGUF,5,88,4729
2025-04-08,ibm-granite/granite-34b-code-instruct-8k-GGUF,3,58,1639
2025-04-08,ibm-granite/granite-3b-code-base-128k,6,221,5620
2025-04-08,ibm-granite/granite-20b-functioncalling,31,687,10540
2025-04-08,ibm-granite/granite-3b-code-instruct-128k,8,380,10229
2025-04-08,ibm-granite/granite-8b-code-instruct-128k,19,515,17328
2025-04-08,ibm-granite/granite-guardian-hap-38m,34,10285,83167
2025-04-08,ibm-granite/granite-guardian-hap-125m,20,959,3066
2025-04-08,ibm-granite/granite-geospatial-wxc-downscaling,34,463,1575
2025-04-08,ibm-granite/granite-3.0-2b-base,22,3192,38037
2025-04-08,ibm-granite/granite-3.0-8b-base,23,3508,37437
2025-04-08,ibm-granite/granite-3.0-8b-instruct,199,24693,204401
2025-04-08,ibm-granite/granite-3.0-3b-a800m-instruct,17,3675,26363
2025-04-08,ibm-granite/granite-3.0-1b-a400m-base,6,3134,20454
2025-04-08,ibm-granite/granite-3.0-1b-a400m-instruct,19,506,8208
2025-04-08,ibm-granite/granite-guardian-3.0-8b,34,33813,43431
2025-04-08,ibm-granite/granite-guardian-3.0-2b,21,899,34007
2025-04-08,ibm-granite/granite-3.0-8b-instruct-accelerator,1,9,366
2025-04-08,ibm-granite/granite-geospatial-canopyheight,18,657,10036
2025-04-08,ibm-granite/granite-geospatial-land-surface-temperature,18,641,10180
2025-04-08,ibm-granite/granite-embedding-30m-english,9,39508,143386
2025-04-08,ibm-granite/granite-embedding-107m-multilingual,20,10203,21045
2025-04-08,ibm-granite/granite-embedding-278m-multilingual,36,41457,86522
2025-04-08,ibm-granite/granite-3.1-8b-base,21,10896,32056
2025-04-08,ibm-granite/granite-3.1-2b-base,13,5615,26069
2025-04-08,ibm-granite/granite-3.1-8b-instruct,155,64021,264845
2025-04-08,ibm-granite/granite-3.1-2b-instruct,47,29313,100065
2025-04-08,ibm-granite/granite-3.1-3b-a800m-base,6,3052,13949
2025-04-08,ibm-granite/granite-3.1-1b-a400m-base,7,3653,13503
2025-04-08,ibm-granite/granite-3.1-3b-a800m-instruct,22,3007,32498
2025-04-08,ibm-granite/granite-3.1-1b-a400m-instruct,14,5160,20415
2025-04-08,ibm-granite/granite-3.0-8b-lora-intrinsics-v0.1,2,13,96
2025-04-08,ibm-granite/granite-guardian-3.2-5b,7,1037,1341
2025-04-08,ibm-granite/granite-vision-3.1-2b-preview,94,5780,20401
2025-04-08,ibm-granite/granite-guardian-3.2-3b-a800m,4,1600,1910
2025-04-08,ibm-granite/granite-3.2-8b-instruct-preview,69,934,10402
2025-04-08,ibm-granite/GneissWeb.Quality_annotator,3,0,0
2025-04-08,ibm-granite/GneissWeb.Sci_classifier,1,0,0
2025-04-08,ibm-granite/GneissWeb.Tech_classifier,1,0,0
2025-04-08,ibm-granite/GneissWeb.Med_classifier,1,0,0
2025-04-08,ibm-granite/GneissWeb.Edu_classifier,1,0,0
2025-04-08,ibm-granite/granite-embedding-30m-sparse,5,4577,7424
2025-04-08,ibm-granite/granite-20b-code-base-8k,13,229,21566
2025-04-08,ibm-granite/granite-8b-code-base-4k,29,236,38183
2025-04-08,ibm-granite/granite-34b-code-base-8k,19,197,12578
2025-04-08,ibm-granite/granite-20b-code-base-8k-GGUF,4,27,765
2025-04-08,ibm-granite/granite-7b-instruct-accelerator,1,4,579
2025-04-08,ibm-granite/granite-20b-code-instruct-accelerator,3,2,336
2025-04-08,ibm-granite/granite-34b-code-base-8k-GGUF,3,27,673
2025-04-08,ibm-granite/granite-8b-code-instruct-accelerator,1,5,324
2025-04-08,ibm-granite/granite-3b-code-base-2k-GGUF,2,54,836
2025-04-08,ibm-granite/granite-3b-code-instruct-2k-GGUF,5,47,3705
2025-04-08,ibm-granite/granite-8b-code-base-4k-GGUF,2,37,619
2025-04-08,ibm-granite/granite-8b-code-instruct-4k-GGUF,10,1393,9876
2025-04-08,ibm-granite/granite-3b-code-instruct-accelerator,0,4,46637
2025-04-08,ibm-granite/granite-geospatial-biomass,43,673,11733
2025-04-08,ibm-granite/granite-8b-code-base-128k,6,134,4988
2025-04-08,ibm-granite/granite-20b-code-base-r1.1,2,8,3357
2025-04-08,ibm-granite/granite-20b-code-instruct-r1.1,1,168,979
2025-04-08,ibm-granite/granite-34b-code-instruct-accelerator,0,4,108
2025-04-08,ibm-granite/granite-3.0-2b-instruct,47,23172,120442
2025-04-08,ibm-granite/granite-3.0-3b-a800m-base,5,3043,17928
2025-04-08,ibm-granite/granite-uncertainty-3.0-8b-lora,3,0,0
2025-04-08,ibm-granite/granite-rag-3.0-8b-lora,3,0,0
2025-04-08,ibm-granite/granite-geospatial-uki-flooddetection,14,79,396
2025-04-08,ibm-granite/granite-geospatial-uki,12,64,804
2025-04-08,ibm-granite/granite-guardian-3.1-2b,8,1860,23632
2025-04-08,ibm-granite/granite-guardian-3.1-8b,13,1715,4480
2025-04-08,ibm-granite/granite-3.1-8b-lora-intrinsics-v0.1,0,4,45
2025-04-08,ibm-granite/GneissWeb.bloom,0,0,0
2025-04-08,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed1,0,103,314
2025-04-08,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed1,0,38,128
2025-04-08,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed1,0,53,141
2025-04-08,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed2,0,19,72
2025-04-08,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed2,0,79,144
2025-04-08,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed2,0,29,85
2025-04-08,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed3,0,37,105
2025-04-08,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed3,0,45,122
2025-04-08,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed3,0,24,76
2025-04-09,ibm-granite/granite-speech-3.2-8b,55,787,787
2025-04-09,ibm-granite/granite-3.2-8b-instruct,73,42334,51781
2025-04-09,ibm-granite/granite-vision-3.2-2b,80,44591,50835
2025-04-09,ibm-granite/granite-3.2-2b-instruct,42,24924,32958
2025-04-09,ibm-granite/granite-timeseries-ttm-r1,282,2987866,11730969
2025-04-09,ibm-granite/granite-timeseries-ttm-r2,81,170039,1737824
2025-04-09,ibm-granite/granite-embedding-125m-english,8,13717,50280
2025-04-09,ibm-granite/GneissWeb.Quality_annotator,4,0,0
2025-04-09,ibm-granite/granite-uncertainty-3.2-8b-lora,3,0,0
2025-04-09,ibm-granite/granite-timeseries-patchtsmixer,17,929,17664
2025-04-09,ibm-granite/granite-timeseries-patchtst,10,715,16868
2025-04-09,ibm-granite/granite-7b-base,29,3058,59049
2025-04-09,ibm-granite/granite-3b-code-base-2k,37,1569,164551
2025-04-09,ibm-granite/granite-3b-code-instruct-2k,35,1177,119617
2025-04-09,ibm-granite/granite-8b-code-instruct-4k,110,2058,59596
2025-04-09,ibm-granite/granite-20b-code-instruct-8k,40,837,66384
2025-04-09,ibm-granite/granite-34b-code-instruct-8k,74,641,18418
2025-04-09,ibm-granite/granite-7b-instruct,7,16627,116721
2025-04-09,ibm-granite/granite-20b-code-instruct-8k-GGUF,5,77,4731
2025-04-09,ibm-granite/granite-34b-code-instruct-8k-GGUF,3,52,1639
2025-04-09,ibm-granite/granite-3b-code-base-128k,6,213,5621
2025-04-09,ibm-granite/granite-20b-functioncalling,31,681,10541
2025-04-09,ibm-granite/granite-3b-code-instruct-128k,8,379,10232
2025-04-09,ibm-granite/granite-8b-code-instruct-128k,19,532,17352
2025-04-09,ibm-granite/granite-guardian-hap-38m,34,10797,83777
2025-04-09,ibm-granite/granite-guardian-hap-125m,20,1028,3138
2025-04-09,ibm-granite/granite-geospatial-wxc-downscaling,34,471,1583
2025-04-09,ibm-granite/granite-3.0-2b-base,22,3169,38140
2025-04-09,ibm-granite/granite-3.0-8b-base,23,3519,37542
2025-04-09,ibm-granite/granite-3.0-8b-instruct,199,24260,205188
2025-04-09,ibm-granite/granite-3.0-3b-a800m-instruct,17,3680,26462
2025-04-09,ibm-granite/granite-3.0-1b-a400m-base,6,3342,20758
2025-04-09,ibm-granite/granite-3.0-1b-a400m-instruct,19,475,8208
2025-04-09,ibm-granite/granite-guardian-3.0-8b,34,33365,43454
2025-04-09,ibm-granite/granite-guardian-3.0-2b,21,938,34046
2025-04-09,ibm-granite/granite-3.0-8b-instruct-accelerator,1,6,366
2025-04-09,ibm-granite/granite-geospatial-canopyheight,18,519,10036
2025-04-09,ibm-granite/granite-geospatial-land-surface-temperature,18,487,10184
2025-04-09,ibm-granite/granite-embedding-30m-english,9,40805,145022
2025-04-09,ibm-granite/granite-embedding-107m-multilingual,20,10401,21462
2025-04-09,ibm-granite/granite-embedding-278m-multilingual,37,50101,95684
2025-04-09,ibm-granite/granite-3.1-8b-base,21,10679,32391
2025-04-09,ibm-granite/granite-3.1-2b-base,13,4690,26189
2025-04-09,ibm-granite/granite-3.1-8b-instruct,155,63548,266328
2025-04-09,ibm-granite/granite-3.1-2b-instruct,47,29565,100815
2025-04-09,ibm-granite/granite-3.1-3b-a800m-base,6,3058,14047
2025-04-09,ibm-granite/granite-3.1-1b-a400m-base,7,3659,13603
2025-04-09,ibm-granite/granite-3.1-3b-a800m-instruct,22,3004,32593
2025-04-09,ibm-granite/granite-3.1-1b-a400m-instruct,14,5200,20548
2025-04-09,ibm-granite/granite-3.0-8b-lora-intrinsics-v0.1,2,12,96
2025-04-09,ibm-granite/granite-guardian-3.2-5b,7,1079,1386
2025-04-09,ibm-granite/granite-vision-3.1-2b-preview,95,5685,20553
2025-04-09,ibm-granite/granite-guardian-3.2-3b-a800m,4,1629,1940
2025-04-09,ibm-granite/granite-3.2-8b-instruct-preview,69,925,10407
2025-04-09,ibm-granite/GneissWeb.Sci_classifier,1,0,0
2025-04-09,ibm-granite/GneissWeb.Tech_classifier,1,0,0
2025-04-09,ibm-granite/GneissWeb.Med_classifier,1,0,0
2025-04-09,ibm-granite/GneissWeb.Edu_classifier,1,0,0
2025-04-09,ibm-granite/granite-embedding-30m-sparse,5,4891,7769
2025-04-09,ibm-granite/granite-20b-code-base-8k,13,228,21570
2025-04-09,ibm-granite/granite-8b-code-base-4k,29,237,38187
2025-04-09,ibm-granite/granite-34b-code-base-8k,19,195,12578
2025-04-09,ibm-granite/granite-20b-code-base-8k-GGUF,4,22,765
2025-04-09,ibm-granite/granite-7b-instruct-accelerator,1,4,579
2025-04-09,ibm-granite/granite-20b-code-instruct-accelerator,3,2,336
2025-04-09,ibm-granite/granite-34b-code-base-8k-GGUF,3,21,673
2025-04-09,ibm-granite/granite-8b-code-instruct-accelerator,1,4,324
2025-04-09,ibm-granite/granite-3b-code-base-2k-GGUF,2,53,836
2025-04-09,ibm-granite/granite-3b-code-instruct-2k-GGUF,5,49,3709
2025-04-09,ibm-granite/granite-8b-code-base-4k-GGUF,2,42,628
2025-04-09,ibm-granite/granite-8b-code-instruct-4k-GGUF,10,1398,9925
2025-04-09,ibm-granite/granite-3b-code-instruct-accelerator,0,4,46637
2025-04-09,ibm-granite/granite-geospatial-biomass,43,527,11733
2025-04-09,ibm-granite/granite-8b-code-base-128k,6,95,4990
2025-04-09,ibm-granite/granite-20b-code-base-r1.1,2,8,3357
2025-04-09,ibm-granite/granite-20b-code-instruct-r1.1,1,241,1052
2025-04-09,ibm-granite/granite-34b-code-instruct-accelerator,0,5,109
2025-04-09,ibm-granite/granite-3.0-2b-instruct,47,22923,120660
2025-04-09,ibm-granite/granite-3.0-3b-a800m-base,5,3041,18018
2025-04-09,ibm-granite/granite-uncertainty-3.0-8b-lora,3,0,0
2025-04-09,ibm-granite/granite-rag-3.0-8b-lora,3,0,0
2025-04-09,ibm-granite/granite-geospatial-uki-flooddetection,14,79,398
2025-04-09,ibm-granite/granite-geospatial-uki,12,65,806
2025-04-09,ibm-granite/granite-guardian-3.1-2b,8,1906,23708
2025-04-09,ibm-granite/granite-guardian-3.1-8b,13,1764,4542
2025-04-09,ibm-granite/granite-3.1-8b-lora-intrinsics-v0.1,0,3,45
2025-04-09,ibm-granite/GneissWeb.bloom,0,0,0
2025-04-09,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed1,0,98,314
2025-04-09,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed1,0,38,128
2025-04-09,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed1,0,52,141
2025-04-09,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed2,0,19,72
2025-04-09,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed2,0,76,144
2025-04-09,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed2,0,29,85
2025-04-09,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.seed3,0,34,107
2025-04-09,ibm-granite/GneissWeb.7B_ablation_model_on_350B_GneissWeb.seed3,0,44,122
2025-04-09,ibm-granite/GneissWeb.7B_ablation_model_on_350B_FineWeb.Edu.seed3,0,24,76
2025-04-10,ibm-granite/granite-speech-3.2-8b,57,1404,1404
2025-04-10,ibm-granite/granite-3.2-8b-instruct,74,43503,53318
2025-04-10,ibm-granite/granite-vision-3.2-2b,80,45845,52426
2025-04-10,ibm-granite/granite-3.2-2b-instruct,43,25592,34244
2025-04-10,ibm-granite/granite-timeseries-ttm-r1,282,2777735,11773302
2025-04-10,ibm-granite/granite-timeseries-ttm-r2,81,167023,1746489
2025-04-10,ibm-granite/granite-embedding-125m-english,8,13403,50559
2025-04-10,ibm-granite/granite-timeseries-patchtsmixer,17,937,17687
2025-04-10,ibm-granite/granite-timeseries-patchtst,10,694,16918
2025-04-10,ibm-granite/granite-7b-base,29,3066,59059
2025-04-10,ibm-granite/granite-3b-code-base-2k,37,1546,164568
2025-04-10,ibm-granite/granite-3b-code-instruct-2k,35,1142,119656
2025-04-10,ibm-granite/granite-8b-code-instruct-4k,110,2207,59749
2025-04-10,ibm-granite/granite-20b-code-instruct-8k,40,885,66437
2025-04-10,ibm-granite/granite-34b-code-instruct-8k,74,675,18456
2025-04-10,ibm-granite/granite-7b-instruct,7,16659,116755
2025-04-10,ibm-granite/granite-20b-code-instruct-8k-GGUF,5,68,4732
2025-04-10,ibm-granite/granite-34b-code-instruct-8k-GGUF,3,49,1640
2025-04-10,ibm-granite/granite-3b-code-base-128k,6,189,5628
2025-04-10,ibm-granite/granite-20b-functioncalling,31,771,10635
2025-04-10,ibm-granite/granite-3b-code-instruct-128k,8,389,10244
2025-04-10,ibm-granite/granite-8b-code-instruct-128k,19,563,17387
2025-04-10,ibm-granite/granite-guardian-hap-38m,34,11132,84244
2025-04-10,ibm-granite/granite-guardian-hap-125m,20,1055,3165
2025-04-10,ibm-granite/granite-geospatial-wxc-downscaling,34,469,1584
2025-04-10,ibm-granite/granite-3.0-2b-base,22,3219,38290
2025-04-10,ibm-granite/granite-3.0-8b-base,23,3518,37635
2025-04-10,ibm-granite/granite-3.0-8b-instruct,199,24107,205961
2025-04-10,ibm-granite/granite-3.0-3b-a800m-instruct,17,3684,26568
2025-04-10,ibm-granite/granite-3.0-1b-a400m-base,6,3495,21022
2025-04-10,ibm-granite/granite-3.0-1b-a400m-instruct,19,470,8216
2025-04-10,ibm-granite/granite-guardian-3.0-8b,34,32955,43482
2025-04-10,ibm-granite/granite-guardian-3.0-2b,21,935,34051
2025-04-10,ibm-granite/granite-3.0-8b-instruct-accelerator,1,6,366
2025-04-10,ibm-granite/granite-geospatial-canopyheight,18,393,10036
2025-04-10,ibm-granite/granite-geospatial-land-surface-temperature,18,374,10198
2025-04-10,ibm-granite/granite-embedding-30m-english,9,44044,148446
2025-04-10,ibm-granite/granite-embedding-107m-multilingual,20,10602,21995
2025-04-10,ibm-granite/granite-embedding-278m-multilingual,37,50409,96550
2025-04-10,ibm-granite/granite-3.1-8b-base,21,10661,32678
2025-04-10,ibm-granite/granite-3.1-2b-base,13,4762,26359
2025-04-10,ibm-granite/granite-3.1-8b-instruct,155,64439,269202
2025-04-10,ibm-granite/granite-3.1-2b-instruct,47,30620,102269
2025-04-10,ibm-granite/granite-3.1-3b-a800m-base,6,3090,14175
2025-04-10,ibm-granite/granite-3.1-1b-a400m-base,7,3712,13750
2025-04-10,ibm-granite/granite-3.1-3b-a800m-instruct,22,3001,32685
2025-04-10,ibm-granite/granite-3.1-1b-a400m-instruct,14,5345,20789
2025-04-10,ibm-granite/granite-3.0-8b-lora-intrinsics-v0.1,2,8,96
2025-04-10,ibm-granite/granite-guardian-3.2-5b,7,1023,1463
2025-04-10,ibm-granite/granite-vision-3.1-2b-preview,95,5083,20679
2025-04-10,ibm-granite/granite-guardian-3.2-3b-a800m,4,1659,1973
2025-04-10,ibm-granite/granite-3.2-8b-instruct-preview,69,831,10432
2025-04-10,ibm-granite/GneissWeb.Quality_annotator,4,0,0
